web_scraper_order,web_scraper_start_url,data,title,data2,title2,data3,data5,name,data7,data8,data11,data14,image,image2,image3,image4,image6
201965-2855,https://www.housingcom.com/search/bengaluru,₹ 1.78 Cr,2 BHK Apartment in Indiranagar,1234 sqft,Apartment,2 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 2 BHK property in Indiranagar with modern amenities.,6 of 23,3,Fully Furnished,https://images.property.com/img_318.jpg,https://images.property.com/img_15.jpg,https://images.property.com/img_285.jpg,https://images.property.com/img_117.jpg,https://images.property.com/img_320.jpg
655367-1151,https://www.magicbricks.com/search/bengaluru,₹ 1.20 Cr,2 BHK Apartment in Hebbal,1152 sqft,Apartment,2 BHK,Ready to Move,"Hebbal, Bengaluru",A beautiful 2 BHK property in Hebbal with modern amenities.,2 of 15,3,Fully Furnished,https://images.property.com/img_197.jpg,https://images.property.com/img_46.jpg,https://images.property.com/img_893.jpg,https://images.property.com/img_577.jpg,https://images.property.com/img_618.jpg
780210-6096,https://www.magicbricks.com/search/bengaluru,₹ 49.00 L,1 BHK Apartment in HSR Layout,571 sqft,Apartment,1 BHK,Ready to Move,"HSR Layout, Bengaluru",A beautiful 1 BHK property in HSR Layout with modern amenities.,5 of 23,1,Unfurnished,https://images.property.com/img_224.jpg,https://images.property.com/img_540.jpg,https://images.property.com/img_195.jpg,https://images.property.com/img_15.jpg,https://images.property.com/img_523.jpg
123121-9012,https://www.magicbricks.com/search/bengaluru,₹ 59.10 L,1 BHK Apartment in Koramangala,468 sqft,Apartment,1 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 1 BHK property in Koramangala with modern amenities.,10 of 15,2,Unfurnished,https://images.property.com/img_581.jpg,https://images.property.com/img_154.jpg,https://images.property.com/img_179.jpg,https://images.property.com/img_146.jpg,https://images.property.com/img_867.jpg
463405-3017,https://www.housingcom.com/search/mumbai,₹ 6.67 Cr,2 BHK Apartment in Worli,1378 sqft,Apartment,2 BHK,Ready to Move,"Worli, Mumbai",A beautiful 2 BHK property in Worli with modern amenities.,14 of 28,1,Fully Furnished,https://images.property.com/img_637.jpg,https://images.property.com/img_129.jpg,https://images.property.com/img_10.jpg,https://images.property.com/img_203.jpg,https://images.property.com/img_94.jpg
971921-6335,https://www.housingcom.com/search/mumbai,₹ 2.51 Cr,2 BHK Apartment in Powai,1084 sqft,Apartment,2 BHK,Under Construction,"Powai, Mumbai",A beautiful 2 BHK property in Powai with modern amenities.,15 of 28,2,Fully Furnished,https://images.property.com/img_637.jpg,https://images.property.com/img_432.jpg,https://images.property.com/img_697.jpg,https://images.property.com/img_876.jpg,https://images.property.com/img_97.jpg
531374-2196,https://www.magicbricks.com/search/mumbai,₹ 8.24 Cr,3 BHK Apartment in Bandra West,1734 sqft,Apartment,3 BHK,Under Construction,"Bandra West, Mumbai",A beautiful 3 BHK property in Bandra West with modern amenities.,2 of 20,1,Semi-Furnished,https://images.property.com/img_205.jpg,https://images.property.com/img_509.jpg,https://images.property.com/img_147.jpg,https://images.property.com/img_181.jpg,https://images.property.com/img_392.jpg
471697-5308,https://www.nobroker.com/search/mumbai,₹ 4.70 Cr,3 BHK Apartment in Powai,1881 sqft,Apartment,3 BHK,Ready to Move,"Powai, Mumbai",A beautiful 3 BHK property in Powai with modern amenities.,10 of 25,4,Unfurnished,https://images.property.com/img_422.jpg,https://images.property.com/img_556.jpg,https://images.property.com/img_241.jpg,https://images.property.com/img_761.jpg,https://images.property.com/img_598.jpg
652925-3238,https://www.99acres.com/search/mumbai,₹ 5.35 Cr,2 BHK Apartment in Worli,1006 sqft,Apartment,2 BHK,Ready to Move,"Worli, Mumbai",A beautiful 2 BHK property in Worli with modern amenities.,6 of 17,2,Fully Furnished,https://images.property.com/img_47.jpg,https://images.property.com/img_807.jpg,https://images.property.com/img_302.jpg,https://images.property.com/img_629.jpg,https://images.property.com/img_584.jpg
707437-2574,https://www.housingcom.com/search/mumbai,₹ 1.29 Cr,1 BHK Apartment in Andheri East,637 sqft,Apartment,1 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 1 BHK property in Andheri East with modern amenities.,11 of 22,2,Fully Furnished,https://images.property.com/img_141.jpg,https://images.property.com/img_462.jpg,https://images.property.com/img_125.jpg,https://images.property.com/img_277.jpg,https://images.property.com/img_485.jpg
107264-6952,https://www.magicbricks.com/search/bengaluru,₹ 1.33 Cr,2 BHK Apartment in Indiranagar,924 sqft,Apartment,2 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 2 BHK property in Indiranagar with modern amenities.,14 of 20,3,Fully Furnished,https://images.property.com/img_428.jpg,https://images.property.com/img_363.jpg,https://images.property.com/img_238.jpg,https://images.property.com/img_807.jpg,https://images.property.com/img_115.jpg
935495-1586,https://www.magicbricks.com/search/bengaluru,₹ 27.07 L,1 BHK Apartment in Electronic City,462 sqft,Apartment,1 BHK,Ready to Move,"Electronic City, Bengaluru",A beautiful 1 BHK property in Electronic City with modern amenities.,7 of 27,1,Unfurnished,https://images.property.com/img_126.jpg,https://images.property.com/img_555.jpg,https://images.property.com/img_505.jpg,https://images.property.com/img_736.jpg,https://images.property.com/img_53.jpg
528089-2234,https://www.housingcom.com/search/mumbai,₹ 5.21 Cr,4 BHK Apartment in Andheri East,2580 sqft,Apartment,4 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 4 BHK property in Andheri East with modern amenities.,14 of 27,2,Unfurnished,https://images.property.com/img_366.jpg,https://images.property.com/img_387.jpg,https://images.property.com/img_746.jpg,https://images.property.com/img_374.jpg,https://images.property.com/img_765.jpg
543825-7336,https://www.nobroker.com/search/bengaluru,₹ 34.25 L,1 BHK Apartment in Electronic City,687 sqft,Apartment,1 BHK,Ready to Move,"Electronic City, Bengaluru",A beautiful 1 BHK property in Electronic City with modern amenities.,7 of 22,1,Unfurnished,https://images.property.com/img_922.jpg,https://images.property.com/img_60.jpg,https://images.property.com/img_533.jpg,https://images.property.com/img_272.jpg,https://images.property.com/img_985.jpg
105828-7095,https://www.nobroker.com/search/mumbai,₹ 5.17 Cr,3 BHK Apartment in Powai,2091 sqft,Apartment,3 BHK,Ready to Move,"Powai, Mumbai",A beautiful 3 BHK property in Powai with modern amenities.,10 of 26,2,Fully Furnished,https://images.property.com/img_653.jpg,https://images.property.com/img_63.jpg,https://images.property.com/img_383.jpg,https://images.property.com/img_318.jpg,https://images.property.com/img_896.jpg
290580-1689,https://www.housingcom.com/search/bengaluru,₹ 82.36 L,2 BHK Apartment in HSR Layout,900 sqft,Apartment,2 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 2 BHK property in HSR Layout with modern amenities.,4 of 18,1,Unfurnished,https://images.property.com/img_197.jpg,https://images.property.com/img_711.jpg,https://images.property.com/img_663.jpg,https://images.property.com/img_952.jpg,https://images.property.com/img_37.jpg
425915-5475,https://www.magicbricks.com/search/mumbai,₹ 90.79 L,1 BHK Apartment in Thane West,694 sqft,Apartment,1 BHK,Ready to Move,"Thane West, Mumbai",A beautiful 1 BHK property in Thane West with modern amenities.,15 of 30,1,Unfurnished,https://images.property.com/img_21.jpg,https://images.property.com/img_746.jpg,https://images.property.com/img_330.jpg,https://images.property.com/img_394.jpg,https://images.property.com/img_462.jpg
915812-7165,https://www.99acres.com/search/mumbai,₹ 3.83 Cr,3 BHK Apartment in Andheri East,1749 sqft,Apartment,3 BHK,Under Construction,"Andheri East, Mumbai",A beautiful 3 BHK property in Andheri East with modern amenities.,7 of 27,3,Unfurnished,https://images.property.com/img_587.jpg,https://images.property.com/img_331.jpg,https://images.property.com/img_726.jpg,https://images.property.com/img_547.jpg,https://images.property.com/img_730.jpg
456818-8079,https://www.magicbricks.com/search/bengaluru,₹ 1.06 Cr,2 BHK Apartment in HSR Layout,1166 sqft,Apartment,2 BHK,Ready to Move,"HSR Layout, Bengaluru",A beautiful 2 BHK property in HSR Layout with modern amenities.,8 of 19,3,Semi-Furnished,https://images.property.com/img_552.jpg,https://images.property.com/img_924.jpg,https://images.property.com/img_293.jpg,https://images.property.com/img_159.jpg,https://images.property.com/img_756.jpg
536952-4374,https://www.magicbricks.com/search/bengaluru,₹ 1.43 Cr,2 BHK Apartment in Indiranagar,962 sqft,Apartment,2 BHK,Ready to Move,"Indiranagar, Bengaluru",A beautiful 2 BHK property in Indiranagar with modern amenities.,2 of 27,1,Unfurnished,https://images.property.com/img_612.jpg,https://images.property.com/img_510.jpg,https://images.property.com/img_446.jpg,https://images.property.com/img_321.jpg,https://images.property.com/img_786.jpg
993284-1692,https://www.magicbricks.com/search/bengaluru,₹ 53.76 L,1 BHK Apartment in HSR Layout,552 sqft,Apartment,1 BHK,Ready to Move,"HSR Layout, Bengaluru",A beautiful 1 BHK property in HSR Layout with modern amenities.,15 of 17,2,Unfurnished,https://images.property.com/img_705.jpg,https://images.property.com/img_955.jpg,https://images.property.com/img_898.jpg,https://images.property.com/img_765.jpg,https://images.property.com/img_943.jpg
443782-6589,https://www.99acres.com/search/mumbai,₹ 2.52 Cr,1 BHK Apartment in Worli,503 sqft,Apartment,1 BHK,Ready to Move,"Worli, Mumbai",A beautiful 1 BHK property in Worli with modern amenities.,15 of 23,1,Unfurnished,https://images.property.com/img_410.jpg,https://images.property.com/img_640.jpg,https://images.property.com/img_608.jpg,https://images.property.com/img_240.jpg,https://images.property.com/img_224.jpg
787649-9768,https://www.nobroker.com/search/bengaluru,₹ 2.98 Cr,4 BHK Apartment in Koramangala,1952 sqft,Apartment,4 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 4 BHK property in Koramangala with modern amenities.,5 of 28,5,Unfurnished,https://images.property.com/img_431.jpg,https://images.property.com/img_42.jpg,https://images.property.com/img_699.jpg,https://images.property.com/img_907.jpg,https://images.property.com/img_699.jpg
512294-1077,https://www.housingcom.com/search/mumbai,₹ 6.42 Cr,4 BHK Apartment in Powai,2724 sqft,Apartment,4 BHK,Under Construction,"Powai, Mumbai",A beautiful 4 BHK property in Powai with modern amenities.,7 of 24,4,Fully Furnished,https://images.property.com/img_441.jpg,https://images.property.com/img_543.jpg,https://images.property.com/img_6.jpg,https://images.property.com/img_798.jpg,https://images.property.com/img_41.jpg
527126-3224,https://www.99acres.com/search/mumbai,₹ 1.12 Cr,1 BHK Apartment in Powai,453 sqft,Apartment,1 BHK,Under Construction,"Powai, Mumbai",A beautiful 1 BHK property in Powai with modern amenities.,6 of 24,2,Fully Furnished,https://images.property.com/img_836.jpg,https://images.property.com/img_881.jpg,https://images.property.com/img_296.jpg,https://images.property.com/img_843.jpg,https://images.property.com/img_5.jpg
517943-7612,https://www.housingcom.com/search/bengaluru,₹ 1.32 Cr,3 BHK Apartment in Whitefield,1626 sqft,Apartment,3 BHK,Under Construction,"Whitefield, Bengaluru",A beautiful 3 BHK property in Whitefield with modern amenities.,2 of 17,2,Unfurnished,https://images.property.com/img_917.jpg,https://images.property.com/img_328.jpg,https://images.property.com/img_537.jpg,https://images.property.com/img_759.jpg,https://images.property.com/img_881.jpg
333374-8815,https://www.nobroker.com/search/mumbai,₹ 3.96 Cr,3 BHK Apartment in Powai,1734 sqft,Apartment,3 BHK,Ready to Move,"Powai, Mumbai",A beautiful 3 BHK property in Powai with modern amenities.,12 of 16,3,Unfurnished,https://images.property.com/img_998.jpg,https://images.property.com/img_550.jpg,https://images.property.com/img_307.jpg,https://images.property.com/img_345.jpg,https://images.property.com/img_130.jpg
488623-7763,https://www.housingcom.com/search/bengaluru,₹ 3.75 Cr,4 BHK Apartment in Indiranagar,2356 sqft,Apartment,4 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 4 BHK property in Indiranagar with modern amenities.,8 of 22,3,Fully Furnished,https://images.property.com/img_405.jpg,https://images.property.com/img_430.jpg,https://images.property.com/img_583.jpg,https://images.property.com/img_575.jpg,https://images.property.com/img_756.jpg
657055-9364,https://www.housingcom.com/search/mumbai,₹ 3.08 Cr,4 BHK Apartment in Thane West,2416 sqft,Apartment,4 BHK,Ready to Move,"Thane West, Mumbai",A beautiful 4 BHK property in Thane West with modern amenities.,9 of 28,2,Fully Furnished,https://images.property.com/img_944.jpg,https://images.property.com/img_821.jpg,https://images.property.com/img_56.jpg,https://images.property.com/img_722.jpg,https://images.property.com/img_60.jpg
161174-1414,https://www.99acres.com/search/mumbai,₹ 3.09 Cr,1 BHK Apartment in Worli,574 sqft,Apartment,1 BHK,Ready to Move,"Worli, Mumbai",A beautiful 1 BHK property in Worli with modern amenities.,9 of 30,1,Semi-Furnished,https://images.property.com/img_334.jpg,https://images.property.com/img_348.jpg,https://images.property.com/img_695.jpg,https://images.property.com/img_760.jpg,https://images.property.com/img_559.jpg
228108-3143,https://www.nobroker.com/search/mumbai,₹ 3.61 Cr,4 BHK Apartment in Andheri East,1904 sqft,Apartment,4 BHK,Under Construction,"Andheri East, Mumbai",A beautiful 4 BHK property in Andheri East with modern amenities.,9 of 20,2,Unfurnished,https://images.property.com/img_744.jpg,https://images.property.com/img_66.jpg,https://images.property.com/img_883.jpg,https://images.property.com/img_394.jpg,https://images.property.com/img_329.jpg
650436-1741,https://www.housingcom.com/search/bengaluru,₹ 1.44 Cr,3 BHK Apartment in Hebbal,1548 sqft,Apartment,3 BHK,Ready to Move,"Hebbal, Bengaluru",A beautiful 3 BHK property in Hebbal with modern amenities.,10 of 23,1,Semi-Furnished,https://images.property.com/img_386.jpg,https://images.property.com/img_163.jpg,https://images.property.com/img_648.jpg,https://images.property.com/img_308.jpg,https://images.property.com/img_602.jpg
327738-7018,https://www.nobroker.com/search/mumbai,₹ 3.16 Cr,1 BHK Apartment in Worli,574 sqft,Apartment,1 BHK,Ready to Move,"Worli, Mumbai",A beautiful 1 BHK property in Worli with modern amenities.,15 of 25,1,Unfurnished,https://images.property.com/img_925.jpg,https://images.property.com/img_244.jpg,https://images.property.com/img_672.jpg,https://images.property.com/img_553.jpg,https://images.property.com/img_794.jpg
554656-7341,https://www.99acres.com/search/mumbai,₹ 1.63 Cr,1 BHK Apartment in Powai,610 sqft,Apartment,1 BHK,Under Construction,"Powai, Mumbai",A beautiful 1 BHK property in Powai with modern amenities.,8 of 19,1,Semi-Furnished,https://images.property.com/img_754.jpg,https://images.property.com/img_821.jpg,https://images.property.com/img_465.jpg,https://images.property.com/img_415.jpg,https://images.property.com/img_161.jpg
747710-9974,https://www.99acres.com/search/bengaluru,₹ 76.57 L,3 BHK Apartment in Electronic City,1392 sqft,Apartment,3 BHK,Under Construction,"Electronic City, Bengaluru",A beautiful 3 BHK property in Electronic City with modern amenities.,3 of 16,2,Fully Furnished,https://images.property.com/img_115.jpg,https://images.property.com/img_746.jpg,https://images.property.com/img_186.jpg,https://images.property.com/img_532.jpg,https://images.property.com/img_909.jpg
502410-5734,https://www.nobroker.com/search/bengaluru,₹ 72.15 L,1 BHK Apartment in Koramangala,555 sqft,Apartment,1 BHK,Under Construction,"Koramangala, Bengaluru",A beautiful 1 BHK property in Koramangala with modern amenities.,9 of 17,2,Fully Furnished,https://images.property.com/img_658.jpg,https://images.property.com/img_530.jpg,https://images.property.com/img_339.jpg,https://images.property.com/img_777.jpg,https://images.property.com/img_354.jpg
